,hash,author,date,commit_message,is_merge,codebase_size,lines_changed,total_lines_changed,insertions,deletions,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing
0,9ab86189068a665bea7110bc3e19edcfc4b0587e,Areski Belaid,2013-04-08 10:46:24+00:00,import nvd3 python,False,442,442,442,442,0,0.46794871794871795,0.46794871794871795,0.42948717948717946
1,a586acde31b11e85e0d3c1a3320c18b331f0d68c,Areski Belaid,2013-04-08 10:56:02+00:00,project skel,False,627,185,627,185,0,0.18181818181818182,0.18181818181818182,0.18181818181818182
2,9ecf439757aa8de067f47bd63414aee9ce19540a,Areski Belaid,2013-04-08 11:12:14+00:00,add docs,False,1326,703,1330,701,2,,,
3,192162cfdb9ba9b862499522467914dbc3c7bd51,Areski Belaid,2013-04-08 11:25:13+00:00,clean up code header / add more info on the top file nvd3.py,False,1304,64,1394,21,43,,,
4,80bc5c1efc72bb02148b7736dcc015e479bcba92,Areski Belaid,2013-04-08 11:58:25+00:00,improve samples data,False,1315,89,1483,50,39,1.0,0.0,0.0
5,ed029fb17cbdfbfd880a47f551d16891409a02d8,Areski Belaid,2013-04-08 12:01:17+00:00,add examples py file,False,1324,185,1668,97,88,,,
6,84b381017372428ea8801db74ae423358ae76b12,Areski Belaid,2013-04-08 13:35:10+00:00,update documentation / example / add screenshot,False,1354,100,1768,65,35,,,
7,af046ef2b0a5d8e0483a95a26357504e5824b304,Areski Belaid,2013-04-08 15:15:31+00:00,update doc / improve code,False,1402,108,1876,78,30,1.0,1.0,1.0
8,cc8692150ea59f5720ccce9d85d96c83b4434ba5,Areski Belaid,2013-04-08 15:18:01+00:00,update version,False,1402,2,1878,1,1,,,
9,1c7547c8a54e0dc335a4abe7c060ee816b1ffee8,Areski Belaid,2013-04-08 16:02:52+00:00,add stackedAreaChart support + refactor code,False,1429,71,1949,49,22,1.0,1.0,0.0
10,1519539fa1916fbd387aa556200caf50af7a389d,Areski Belaid,2013-04-08 17:13:06+00:00,refactoring,False,1444,91,2040,53,38,1.0,1.0,0.9230769230769231
11,bbc9baba5f34cc29582378c433bd16588c07e85d,Areski Belaid,2013-04-08 17:13:17+00:00,add new example,False,1474,30,2070,30,0,,,
12,d1f9ac9950bfa6be3611fe51e52d82ee027fe294,Shrenik Patel,2013-04-09 06:20:08+00:00,add sample doc string on nvd3 classes,False,1525,51,2121,51,0,,,
13,6c29f208825c5146befb99b60b085397f635b6ab,Shrenik Patel,2013-04-09 07:10:23+00:00,add sample doc string on nvd3 classes,False,1585,72,2193,66,6,,,
14,f86f334cac9a12f39f47bb5a2700ff7e08efa06e,Shrenik Patel,2013-04-09 07:31:56+00:00,sample test code file,False,1609,28,2221,26,2,1.0,1.0,1.0
15,405798448c99ee8793e39f5d2625019dbb41d2a6,Shrenik Patel,2013-04-09 07:56:44+00:00,sample testcases,False,1658,55,2276,52,3,1.0,1.0,1.0
16,1b3455c682337a4939b81e932991c4b7b6f9d0b8,Areski Belaid,2013-04-09 09:36:47+00:00,switch example order,False,1657,33,2309,16,17,,,
17,f1785e5969756c42023c60e1d90db4c0c6706544,Shrenik Patel,2013-04-09 09:48:36+00:00,sample doc string on nvd3 classes,False,1698,43,2352,42,1,,,
18,748c62d23681335cb3678f3bcee6efa2263bbf4f,Areski Belaid,2013-04-09 09:53:49+00:00,add new method set_containerheader,False,1699,27,2379,14,13,1.0,1.0,1.0
19,bddcd20c201c1d58a40f9b98db57e5c422af8831,Shrenik Patel,2013-04-09 10:10:21+00:00,sample doc string on nvd3 classes,False,1773,82,2461,78,4,,,
20,023e3c77e40b3ec12a7fb7b662b5bffbf8032573,Shrenik Patel,2013-04-09 10:47:01+00:00,try to override buildjschart for piechart,False,1810,71,2532,54,17,0.0,1.0,1.0
21,60bf359db0ce11decefc084b8fc25f87e6ed40e3,Areski Belaid,2013-04-09 11:03:34+00:00,rollback,False,1810,88,2620,44,44,1.0,0.0,0.0
22,7a9a08be16d10d6f6c189a746b4a4f223203d73f,Areski Belaid,2013-04-09 11:08:50+00:00,method logical/readable  order,False,1814,22,2642,13,9,,,
23,84bb99ec726b773dd52cbdda1db674b500dedfb8,Areski Belaid,2013-04-09 11:57:13+00:00,update header carriage return,False,1817,7,2649,5,2,,,
24,71d1ec53ffa442ea675c832ecb495be8b2aa7842,Shrenik Patel,2013-04-09 12:53:55+00:00,comment code for tooltip,False,1820,3,2652,3,0,,,
25,86a0484b898a27f8372ad4eb1b397f7adfea7df3,Shrenik Patel,2013-04-10 06:26:41+00:00,sample code to add custom tooltip in jschart,False,1836,20,2672,18,2,0.6666666666666666,0.6666666666666666,0.8888888888888888
26,bdd249b46432278fe5e6bba90e8d2bbe468bae15,Shrenik Patel,2013-04-10 07:56:04+00:00,update on custom tooltip,False,1838,16,2688,9,7,1.0,1.0,1.0
27,5855e5ffe459f6df59b1ccc8d77a0cb98fc4c0f7,Shrenik Patel,2013-04-10 10:32:44+00:00,update example,False,1842,18,2706,11,7,1.0,1.0,0.0
28,eff6c26160d7170f7bae0200c7b602e78843d2f2,Shrenik Patel,2013-04-10 13:41:34+00:00,fix time series,False,1843,27,2733,14,13,0.0,0.0,0.0
29,4db3fe8321be9b58af3ff8152be797e083df8307,Shrenik Patel,2013-04-11 06:00:22+00:00,fix tooltip msg,False,1844,3,2736,2,1,1.0,1.0,1.0
30,a29b4247ac752b5b085f737a1d6908a77e4a5be3,Shrenik Patel,2013-04-11 10:16:59+00:00,update pie chart js code,False,1824,54,2790,17,37,0.8333333333333334,0.8333333333333334,1.0
31,4e81b27f9a2c663c275a734c3c9ebf6d8bca282e,Areski Belaid,2013-04-11 13:17:27+00:00,add series,False,1824,4,2794,2,2,,,
32,dee811943dc00f91f169739d574919c9199e3123,Shrenik Patel,2013-04-11 13:49:01+00:00,add multiBarHorizontalChart example,False,1907,83,2877,83,0,1.0,1.0,0.0
33,095c4c8de5f0c7c7b89e907d8e345aa7b12776cf,Areski Belaid,2013-04-11 13:55:56+00:00,fix style,False,1894,21,2898,4,17,1.0,1.0,0.0
34,4d907b4436c29e19f15f29dc32bd18b48eada709,Shrenik Patel,2013-04-11 14:19:56+00:00,moved MultiBarChart code to examples01.py,False,1897,43,2941,23,20,,,
35,c45fe5d2e0d6ecd564d6e2007bdc9736e08b1773,Shrenik Patel,2013-04-12 07:51:26+00:00,add example for linePlusBarChart,False,2000,115,3056,109,6,1.0,1.0,0.0
36,bdc2d050df5bfc208a720933e12c8eaa13a485bc,Shrenik Patel,2013-04-12 08:09:10+00:00,add example for cumulativeLineChart,False,2099,103,3159,101,2,1.0,1.0,0.0
37,097dd64014a63d22b1e9060dc7a52409d683e50b,Shrenik Patel,2013-04-12 10:00:00+00:00,add example for discreteBarChart,False,2167,70,3229,69,1,1.0,0.0,0.0
38,1e077e54a36b86958e3cdc06dc40a78f1c7d2ac6,Shrenik Patel,2013-04-12 11:31:11+00:00,add example of sin/cos wave,False,2200,65,3294,49,16,,,
39,14ac0d26012b3d5fa6a05d25b52037661df3341d,Shrenik Patel,2013-04-12 12:38:35+00:00,change set_axis to create_x_axis & create_y_axis,False,2213,95,3389,54,41,1.0,1.0,0.0
40,06e06453f78b6ff6f298e496028c8e490e497c32,Shrenik Patel,2013-04-12 12:53:59+00:00,add missing line on lineWithFocusChart class,False,2215,6,3395,4,2,1.0,1.0,0.0
41,b170d6501c8e0b520d3aaea9ff935a6673efc2b5,Shrenik Patel,2013-04-12 13:34:26+00:00,update linePlusBarChart example,False,2215,2,3397,1,1,,,
42,27bf9ffccc4756055443db462315d9e44cf2d12c,Shrenik Patel,2013-04-12 14:31:05+00:00,add example for scatterChart,False,2325,120,3517,115,5,0.5333333333333333,0.5333333333333333,0.26666666666666666
43,61c05c9e27ae216bd802df955339f31ffe29a52e,Shrenik Patel,2013-04-12 14:35:58+00:00,update doc string,False,2330,11,3528,8,3,,,
44,49ce7fe4192d72a21da9154b599afbccfa2fae39,Areski Belaid,2013-04-13 11:42:15+00:00,rework on a clean directory / code structure for new charts,False,2537,2399,5927,1303,1096,,,
45,f40a1762a6cfcbacd5cc2856d0b05904b9413559,Shrenik Patel,2013-04-15 06:25:41+00:00,fix import,False,2537,4,5931,2,2,,,
46,558cf9a203bd0b63e157eb5ea4002103ddaa4a1e,Shrenik Patel,2013-04-15 06:54:54+00:00,update testcases,False,2619,96,6027,89,7,1.0,1.0,1.0
47,6357f04cfccfb69afa42a3ce6dca8c7f71f61a09,Shrenik Patel,2013-04-15 07:54:42+00:00,remove json,False,2617,4,6031,1,3,,,
48,c1abbc7cf397f9c7a06988a9fb635ff653bee408,Shrenik Patel,2013-04-15 08:25:10+00:00,Update scatterChart class,False,2625,20,6051,14,6,1.0,1.0,1.0
49,48fec7b32c3b1a4acc0ca18fda2ccd49e80dda41,Shrenik Patel,2013-04-15 10:27:30+00:00,move scatterChart & fix y-axis tooltip,False,2627,46,6097,24,22,,,
50,cd2a1966900a3b379e4046611686ed37ec93d498,Shrenik Patel,2013-04-15 11:17:59+00:00,update doc string,False,2636,31,6128,20,11,,,
51,f96553439afb99c214775e9212f4cde7c88bcce9,Shrenik Patel,2013-04-15 12:23:05+00:00,move multiBarHorizontalChart example to another file to fix tooltip,False,2655,51,6179,35,16,,,
52,2847dfd37a2ea728a722db3cd718f85c71c3b136,Areski Belaid,2013-04-15 12:32:23+00:00,update doc version,False,2655,4,6183,2,2,,,
53,22754fa1978d823d66a3457cccfd85e28a897939,Shrenik Patel,2013-04-15 14:23:50+00:00,update NVD3Chart class doc string,False,2681,28,6211,27,1,,,
54,add9f948af0cf323becf79f3bd562462088a1f22,Shrenik Patel,2013-04-16 07:22:28+00:00,update chart classes doc string,False,2711,34,6245,32,2,,,
55,94eb5fd0e153c31283ac9281cd1d8c28bfd77d8c,Shrenik Patel,2013-04-16 08:07:08+00:00,update NVD3 class doc string,False,2726,17,6262,16,1,,,
56,80c9226529a2da611356ffd22701e03384824ee0,Shrenik Patel,2013-04-16 08:26:35+00:00,update doc conf + picChart doc,False,2661,83,6345,9,74,,,
57,1770c7ee68e59f51151810bffea6f6d4a0144c91,Shrenik Patel,2013-04-16 08:32:24+00:00,update image path in intro doc,False,2663,30,6375,16,14,,,
58,bca56a269016bae8e35cc516b12253ec546500e6,Shrenik Patel,2013-04-16 08:49:05+00:00,update class doc with automodule/autoclass,False,2104,689,7064,65,624,,,
59,ca77711c44c38f7657686c8390e1fc5428d43653,Shrenik Patel,2013-04-16 09:55:35+00:00,Add NVD3Chart class in doc,False,2090,36,7100,11,25,,,
60,40005ba22e77ea791b8cca6d36e2e26bc3a4d341,Shrenik Patel,2013-04-16 10:58:55+00:00,Update Doc string in NVD3 class,False,2090,50,7150,25,25,,,
61,26ebfc5bdcbe5bf271dcc9765db5b6a85d992ee7,Areski Belaid,2013-04-16 14:05:37+00:00,change version,False,2090,2,7152,1,1,,,
62,b61c1c3c62e8a36e5c38e0892154a520de43cf5a,Areski Belaid,2013-04-16 14:42:46+00:00,update version and changelog,False,2107,21,7173,19,2,,,
63,87a855399bb300716a5809e9a9842ddd8d5b3878,Areski Belaid,2013-04-16 15:10:49+00:00,"fix documentation, javascript generated",False,2107,40,7213,20,20,,,
64,b1b635216cad07de37e0dc7a23eca121bbe88da2,Areski Belaid,2013-04-16 15:18:42+00:00,update README,False,2107,6,7219,3,3,,,
65,40b8a5248dd3e3ae5a77fc20033627b81b4b1810,Areski Belaid,2013-04-16 22:30:07+00:00,add TODO element,False,2106,3,7222,1,2,,,
66,0eeb9112afd3983149f03241d26ff179ea43d980,Shrenik Patel,2013-04-17 06:40:12+00:00,fix type name,False,2106,2,7224,1,1,,,
67,0ffa053a22ab01cd4554fc3e48964bd6814d6c07,Areski Belaid,2013-04-17 07:45:45+00:00,update descripton on pypi,False,2106,2,7226,1,1,,,
68,dd9cecde0729bb46e49c1f8d90bbbcf8de16e5fc,Areski Belaid,2013-04-17 09:02:51+00:00,update README,False,2096,20,7246,5,15,,,
69,6978a51a9e23aebffd7bf3d0645b3d36d41ed266,Shrenik Patel,2013-04-17 14:25:20+00:00,sample code for custom tooltip on piechart,False,2114,22,7268,20,2,0.75,0.75,0.25
70,260fcceb02daff7cf7b5adabc205b2162859bc03,Shrenik Patel,2013-04-17 14:30:34+00:00,sample code for custom tooltip on piechart,False,2117,7,7275,5,2,1.0,0.0,0.0
71,27faad18ae7cf69d36cabfd416e6684771edaf5f,Shrenik Patel,2013-04-17 14:51:07+00:00,update tooltip on multibarhorizontalchart,False,2128,37,7312,24,13,0.0,0.125,0.0
72,12da02419e1673dd6d09fd0d826f84b9a737546a,Areski Belaid,2013-04-17 15:42:15+00:00,fix version and PEP8,False,2128,10,7322,5,5,,,
73,fe04ae05bec9066c7cdcf2ca7f46c276f682c4f9,Areski Belaid,2013-04-17 15:43:39+00:00,fix tests,False,2128,2,7324,1,1,,,
74,a7be5893db0fc92b85eee9cdbf9f4e5f80a86d8d,Shrenik Patel,2013-04-18 06:19:28+00:00,Update NVD3Chart class with custom_tooltip method,False,2132,60,7384,32,28,0.0,0.0,0.0
75,b66c53774453f964707f986393f30c7f2e493874,Shrenik Patel,2013-04-18 07:46:49+00:00,update custom_tooltip method,False,2136,24,7408,14,10,0.0,0.75,0.0
76,c5fb5f30706c30c4ab225470dcd9a8ec7a0bc1ab,Shrenik Patel,2013-04-18 11:16:06+00:00,example chart on call count/duration with custom tooltip,False,2179,55,7463,49,6,0.0,0.0,0.0
77,972fb68b2f598f993fe32eb28a0536a35714bbb2,Areski Belaid,2013-04-18 11:23:31+00:00,Update,False,2179,2,7465,1,1,,,
78,cf82f19cd9cf81b2b4b6fe28e0bc69be3caa9706,Shrenik Patel,2013-04-18 11:35:11+00:00,update function arg,False,2179,6,7471,3,3,,,
79,8e8408b576c512930eac41db1563117deedf2fa0,Areski Belaid,2013-04-18 11:36:50+00:00,Update,False,2177,6,7477,2,4,,,
80,6f0cd007a092e29b229e423121c6d8fd8ddcb57d,Areski Belaid,2013-04-18 11:41:33+00:00,improve API for tooltip,False,2179,6,7483,4,2,,,
81,6bf915b71be0c04e6c304b2ea62cd3787747772d,Shrenik Patel,2013-04-18 12:09:05+00:00,update lineChart example with custom tooltip,False,2150,77,7560,24,53,1.0,1.0,1.0
82,b354834ba0363abb6f8b86a82336ad32fb2a57d6,Shrenik Patel,2013-04-18 12:25:45+00:00,update pieChart example,False,2160,24,7584,17,7,0.0,0.0,0.0
83,24d0c976dcb7d81954d0f8ac50d5b933baf961a0,Shrenik Patel,2013-04-18 13:36:04+00:00,update chart examples,False,2169,49,7633,29,20,0.0,0.0,0.2857142857142857
84,fc05d08c4f8105ca3b91e1dd218d185f681a679b,Shrenik Patel,2013-04-18 14:18:08+00:00,update cumulativeLineChart example,False,2174,19,7652,12,7,0.0,0.0,0.0
85,4cd61ec4c8d6afbf98b76e3ed6e2d86d0d9c3c87,Shrenik Patel,2013-04-18 14:45:38+00:00,working on example02,False,2176,28,7680,15,13,,,
86,608217b0a04a24ac3fb7f2901e0306ac5f8380f7,Areski Belaid,2013-04-18 18:00:40+00:00,work in progress on tooltip,False,2198,52,7732,37,15,0.5,1.0,0.5
87,ed9d8b2a7450fc689838a8355bbb0c3c8f78c60c,Shrenik Patel,2013-04-19 06:14:26+00:00,update example03 multibarhorizontalchart,False,2202,14,7746,9,5,,,
88,d649e81c58b5c569fca18c4b364967f04a7f161f,Shrenik Patel,2013-04-19 06:33:15+00:00,update example02 scatterchart,False,2204,14,7760,8,6,,,
89,92a932768c644a8f40624570bffdbbff460d3f28,Shrenik Patel,2013-04-19 07:16:09+00:00,update tooltip for discretBarChart,False,2216,22,7782,17,5,0.0,1.0,1.0
90,24ef56c3792a142cb4e251526c0ce17775dcdb15,Shrenik Patel,2013-04-19 07:28:59+00:00,Update example01 multibarchart,False,2221,21,7803,13,8,,,
91,7b307aa45c4bb9c233a606989575d1a037bd855e,Shrenik Patel,2013-04-19 07:37:10+00:00,Update NVD3Chart class,False,2221,2,7805,1,1,,0.0,
92,7075ee25cec577fe7d83ede7afbb09e98c0de699,Shrenik Patel,2013-04-19 08:19:22+00:00,update custom_tooltip_flag in NVD3Chart & exampls,False,2211,90,7895,40,50,,,0.0
93,b06750aebc7aaf714cfdb11858d049c492e199d8,Areski Belaid,2013-04-19 08:34:54+00:00,rename piechart example,False,2211,0,7895,0,0,,,
94,50ca817bcd92ddbcc7e85c8cb5ed0cc0e4e0e3cf,Areski Belaid,2013-04-19 08:35:25+00:00,rename multiBarHorizontalChart example,False,2174,37,7932,0,37,,,
95,d11446b98c9ea5ce415da23dd3c54fbb05ef1c19,Areski Belaid,2013-04-19 08:35:29+00:00,rename multiBarHorizontalChart example,False,2211,37,7969,37,0,,,
96,acd10e8e42715813961a0c3c62057c64ca81d9d7,Areski Belaid,2013-04-19 08:35:43+00:00,rename multiBarHorizontalChart example,False,2211,0,7969,0,0,,,
97,d3f997d49cba2ee6568267c1410592a509bdc7fe,Areski Belaid,2013-04-19 08:35:59+00:00,rename pieChart example,False,2179,32,8001,0,32,,,
98,252e81efb687fecc1961a908444d0f096e9587b5,Areski Belaid,2013-04-19 08:36:03+00:00,rename pieChart example,False,2211,32,8033,32,0,,,
99,7c825b775bbdfec867d580417a2080865b88e3cd,Areski Belaid,2013-04-19 08:37:08+00:00,rename scatterChart example,False,2256,45,8078,45,0,,,
100,a7db9cf4456ff092abfa6694237d896b99a3793a,Areski Belaid,2013-04-19 08:37:29+00:00,remove scatterChart example from example02,False,2230,26,8104,0,26,,,
101,3b9199d1145cee7cb9955dc853b9306f179e07fd,Areski Belaid,2013-04-19 08:37:59+00:00,rename lineChart example,False,2188,42,8146,0,42,,,
102,38069cf66fabfdd7b719ee149a4de19e9956176f,Areski Belaid,2013-04-19 08:38:02+00:00,rename lineChart example,False,2230,42,8188,42,0,,,
103,db81db3f78daa6dc44e1113d5ff7377174a07ee0,Areski Belaid,2013-04-19 08:38:54+00:00,cleanup code,False,2229,3,8191,1,2,,,
104,28f9c8856a0ecdb6a9bb09a9ad03b9befc139cac,Areski Belaid,2013-04-19 08:39:09+00:00,cleanup code,False,2229,2,8193,1,1,,,
105,45d737b6a7c8badf3c86988c9fcc08d49d0629e5,Areski Belaid,2013-04-19 08:39:24+00:00,cleanup code,False,2229,2,8195,1,1,,,
106,9454b4cea4e8f2312d5a9ea3bcecbe5573ff2325,Areski Belaid,2013-04-19 08:39:41+00:00,cleanup code,False,2226,5,8200,1,4,,,
107,cac43c81844872bc71547ef94d0ef637cbb454f0,Areski Belaid,2013-04-19 08:40:14+00:00,cleanup code,False,2212,14,8214,0,14,,,
108,3480023c3fa5aee0a70a73e21cce27ed127e0722,Areski Belaid,2013-04-19 08:40:52+00:00,example multiBarChart,False,2248,36,8250,36,0,,,
109,5b05cd471a77ef4b58a91099605b621a7e02c34b,Areski Belaid,2013-04-19 08:41:02+00:00,cleanup code,False,2248,2,8252,1,1,,,
110,b707cea38e798bed04bdbc8141a9773ee8f2bc06,Areski Belaid,2013-04-19 08:41:15+00:00,cleanup code,False,2248,2,8254,1,1,,,
111,9a80c2b543a71e39c0e273ef1bfc201bcbb72eba,Areski Belaid,2013-04-19 08:41:29+00:00,example discreteBarChart,False,2198,50,8304,0,50,,,
112,026b0064989e2454b2c92c9b56639a2b2004b1db,Areski Belaid,2013-04-19 08:41:33+00:00,example discreteBarChart,False,2248,50,8354,50,0,,,
113,7396e95dfec263541c6fb12fe6b776b31f749788,Areski Belaid,2013-04-19 08:41:54+00:00,cleanup code,False,2230,20,8374,1,19,,,
114,a5933fb80945a1c32c64326eecd56a7e7985540a,Areski Belaid,2013-04-19 08:42:14+00:00,cleanup code,False,2230,2,8376,1,1,,,
115,39f1cee63e8c0e97b842dd569eb8331057732c9c,Shrenik Patel,2013-04-19 09:08:49+00:00,update multiBarHorizontalChart example,False,2229,3,8379,1,2,,,
116,35315c0fbbb917f9a07cf6ea443ba6d42e6be06e,Shrenik Patel,2013-04-19 09:35:47+00:00,refactor NVD3class,False,2228,7,8386,3,4,1.0,1.0,0.0
117,7815f15e8a3b88759da5a451f7ad0e8c93292551,Shrenik Patel,2013-04-19 10:38:42+00:00,update doc string,False,2361,195,8581,164,31,,,
118,31d03217611b953e41d31067ac63a5a36a77e925,Areski Belaid,2013-04-19 11:55:56+00:00,update CHANGELOG,False,2368,33,8614,20,13,,,
119,981b128853e57524429fe245cf97785852d2e41e,Areski Belaid,2013-04-19 12:01:00+00:00,clean code,False,2368,6,8620,3,3,,,
120,87da6013e979ad6e06a4a5180f8b64e056c97fa8,Shrenik Patel,2013-04-19 13:00:35+00:00,change lineChart example + NVD3Chart class for color field,False,2373,9,8629,7,2,0.0,0.0,0.0
121,15aa043fa7246406caa2472acd55c964cfcd5a3b,Shrenik Patel,2013-04-19 13:16:20+00:00,update demo_all.py,False,2380,19,8648,13,6,,,
122,310db7c8bda97a982f6f37e4f3ce0dd13b7b02b5,Shrenik Patel,2013-04-19 13:58:04+00:00,add color_category in NVD3Chart class,False,2389,13,8661,11,2,0.0,0.0,0.4
123,05a98fd509b987ad993b04367df9ef5ec50ae109,Shrenik Patel,2013-04-19 14:04:39+00:00,update doc string in NVD3Chart class,False,2391,10,8671,6,4,0.0,0.0,0.0
124,f0dd0a19aba057b21ea5156791064b00d2402acd,Shrenik Patel,2013-04-19 14:10:31+00:00,update NVD3Chart class,False,2389,8,8679,3,5,,,
125,1c5cc1523f6aa1b9f8f1e6f7e3702da511a8c94b,Areski Belaid,2013-04-19 14:12:03+00:00,update demo output,False,2389,2,8681,1,1,,,
126,0013094518f5c8d4640b8526f06e8ce9d74cca0c,Areski Belaid,2013-04-19 14:15:00+00:00,update demo color to keep the output elegant,False,2386,15,8696,6,9,,,
127,2f52fe0358e4e64c1bcbaaa7f5e543916ccfe004,Areski Belaid,2013-04-19 14:21:46+00:00,regroup all example,False,2456,70,8766,70,0,,,
128,f734e63f1d1b6f8dc15641f22901f596f3a2dcb6,Areski Belaid,2013-04-19 14:22:14+00:00,regroup all example,False,2456,52,8818,26,26,,,
129,b619dfac5be1e6e52b9ba0acbe118fb9f9c5939f,Areski Belaid,2013-04-19 14:37:24+00:00,update version,False,2456,2,8820,1,1,,,
130,1887d36da08ca89c02ee8655b4a3d9da7b3a8e93,Areski Belaid,2013-04-19 19:16:37+00:00,update header,False,2541,115,8935,100,15,,,
131,4f6fdcee5396115887ea5dee37c6ebcb16ff0b7a,Areski Belaid,2013-04-19 19:24:44+00:00,update documentation version,False,2542,7,8942,4,3,,,
132,afe11b9fce46c1e433cb845655766adca7365d68,Areski Belaid,2013-04-20 17:00:49+00:00,update documentation,False,2551,9,8951,9,0,,,
133,7b342b78f2f593d52dfa1ed30ed98a8fc3be9d7f,Shrenik Patel,2013-04-22 12:50:21+00:00,to fix lineChart tooltip,False,2543,8,8959,0,8,1.0,0.0,0.0
134,fca390e7dd0d806cd87fa3570ce23ad132d8c852,Areski Belaid,2013-04-22 13:51:17+00:00,add new example,False,2591,48,9007,48,0,,,
135,aef31c41fff154d0eed882143ee137376f47732b,Areski Belaid,2013-04-22 13:52:35+00:00,new version / update changelog,False,2596,9,9016,7,2,,,
136,95b3becd3246cd955916ac778eeab0fb38f890a5,David Arcos,2013-04-22 16:32:28+00:00,"The data series it now valid js

The data series (self.series) was in python format, in example:

    {'y': 6, 'x': 1338501600000L}

Now it's in javascript format, in example:

    {'y': 6, 'x': 1338501600000}

The default examples (linechart, linewithfocuschart) were failing ('Uncaught SyntaxError: Unexpected token ILLEGAL') because of the invalid js.",False,2598,4,9020,3,1,0.0,0.0,1.0
137,161984e953abbff3803a62d4a42a0d9a25d49e07,Areski Belaid,2013-04-23 09:33:05+00:00,update TODO,False,2598,6,9026,3,3,,,
138,6ab50139f02a05cf3ef27981ce333a863838d1b6,Areski Belaid,2013-04-23 09:49:45+00:00,update version / changelog,False,2603,7,9033,6,1,,,
139,16f118d62d6f3d199dde993ca2ed14d8f08df17a,Areski Belaid,2013-04-23 15:53:51+00:00,"* support for px and % on height and width
* add tag_script_js property to disable tag <script>",False,2619,36,9069,26,10,0.5714285714285714,0.0,1.0
140,59f7e93242f1b99803733257a8d50d7832152cbe,Areski Belaid,2013-04-23 16:20:40+00:00,update version / fix style,False,2627,20,9089,14,6,1.0,0.0,1.0
