,hash,author,date,commit_message,is_merge,lines_changed,insertions,deletions,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,radon_LOC,radon_LLOC,radon_SLOC,radon_comments,radon_avg_cc,radon_avg_MI,radon_avg_vocabulary,radon_avg_length,radon_avg_volume,radon_avg_difficulty,radon_avg_effort,radon_avg_time,radon_avg_bugs
58,ef06817f25ea3de1df3e085507ef22065521b2e8,Theo Spears,2013-02-11 13:26:46+00:00,Use provided trace methods for requeststages,False,65,20,45,0.0,0.0,1.0,782,524,544,36,1.8604651162790697,83.20716759606883,7.052631578947368,8.263157894736842,31.79359871045102,0.9882091592617909,87.76376114677016,4.875764508153898,0.010597866236817008
59,0709a4968559e60094c750dc301464b9eacb7c67,Theo Spears,2013-02-11 15:14:53+00:00,Allow RequestTrace.instance() returning None,False,52,31,21,1.0,1.0,0.3,792,534,554,36,1.941860465116279,83.0539915531227,7.052631578947368,8.263157894736842,31.79359871045102,0.9882091592617909,87.76376114677016,4.875764508153898,0.010597866236817008
60,2e1a589d3a4cf2bbeb9bf373373d43558f00ff28,Theo Spears,2013-02-11 15:22:28+00:00,Don't create a RequestTrace when no request,False,10,3,7,0.0,0.0,0.0,788,532,552,35,1.930232558139535,83.23766620851602,6.7368421052631575,7.947368421052632,30.293084236539077,0.9355775803144224,83.81037759341743,4.656132088523191,0.010097694745513025
61,56f786065a223ff7035df7e8afe04edb765e9e7e,Theo Spears,2013-02-11 16:07:47+00:00,Linter cleanups,False,4,2,2,,,,788,532,552,35,1.930232558139535,83.23766620851602,6.7368421052631575,7.947368421052632,30.293084236539077,0.9355775803144224,83.81037759341743,4.656132088523191,0.010097694745513025
62,2cef0519282dbb66505ad8c00edd0a39d8523692,Theo Spears,2013-02-11 16:15:24+00:00,Don't blow up with missing request_trace,False,8,6,2,0.0,0.3333333333333333,0.6666666666666666,792,535,555,35,1.941860465116279,83.10001715907565,6.842105263157895,8.052631578947368,30.83657570345738,0.9637730690362268,86.15719402759213,4.786510779310674,0.010278858567819129
63,54873db27eebca20f815e0f7db38bc598e7ee259,Theo Spears,2013-02-11 17:34:41+00:00,Add haystack support to speedbar,False,58,58,0,0.3157894736842105,1.0,0.8157894736842105,850,581,600,35,2.022222222222222,81.5597174523703,6.85,8.1,30.558056633210434,0.9405844155844155,82.48098918367549,4.58227717687086,0.010186018877736812
64,2615862f6c042ac65e8cd8ab68f5e7e5b7282193,Theo Spears,2013-02-11 18:03:15+00:00,Monitor celery via monkey patching,False,51,23,28,0.0,0.0,0.36363636363636365,787,534,548,40,2.0120481927710845,82.60262658388923,7.105263157894737,8.368421052631579,31.863567208109124,0.9900888585099111,87.05905691376587,4.836614272986993,0.010621189069369706
65,e1c209bf694a43a8325a26d060aa9ee58a39a65c,Theo Spears,2013-02-11 18:07:15+00:00,Lint cleanup,False,5,2,3,,,,844,577,590,42,2.0919540229885056,81.36624849556569,7.1,8.4,31.53369856262958,0.9655844155844155,83.33775892554056,4.629875495863363,0.010511232854209861
66,64147942375698dafb680f3ae80528b5886e5ab7,Theo Spears,2013-02-11 18:19:18+00:00,args and kwargs are optional arguments,False,2,1,1,,,,844,577,590,42,2.0919540229885056,81.36624849556569,7.1,8.4,31.53369856262958,0.9655844155844155,83.33775892554056,4.629875495863363,0.010511232854209861
67,8ac8c53942785c7d8dd643773b64813e4c5648f1,Theo Spears,2013-04-23 17:27:39+00:00,Move all to speedbar subdir,False,0,0,0,,,,844,577,590,42,2.0919540229885056,81.36624849556569,7.1,8.4,31.53369856262958,0.9655844155844155,83.33775892554056,4.629875495863363,0.010511232854209861
68,674f2c623645038fc79bb4c68611a6df56bcecb8,Theo Spears,2013-04-23 18:00:19+00:00,Remove mixcloud deps,False,10,4,6,,,,842,575,588,42,2.0919540229885056,81.4359088680913,7.1,8.4,31.53369856262958,0.9655844155844155,83.33775892554056,4.629875495863363,0.010511232854209861
69,6cd17aa99588c0ce62c23c83eb440ca2e8704dd7,Theo Spears,2013-04-23 18:01:23+00:00,Remove all mixcloud prefixes,False,32,16,16,,,,842,575,588,42,2.0919540229885056,81.4359088680913,7.1,8.4,31.53369856262958,0.9655844155844155,83.33775892554056,4.629875495863363,0.010511232854209861
70,f25d567accde4267b86e8ef5e2fcb2a0f8660100,Theo Spears,2013-09-29 16:29:53+00:00,Add cassandra module,False,26,26,0,1.0,1.0,0.8,868,591,604,44,2.076923076923077,82.31991320770601,6.761904761904762,8.0,30.032093869171028,0.919604205318491,79.36929421480052,4.409405234155583,0.010010697956390344
71,586b38d25837f9a687a597466c9048868aeb5627,Theo Spears,2013-10-06 14:39:41+00:00,Add python package metadata,False,32,32,0,,,,900,596,632,45,2.076923076923077,83.12355351644665,6.454545454545454,7.636363636363637,28.666998693299618,0.8778040141676505,75.76159902321868,4.208977723512148,0.009555666231099874
72,25f23a5d6f04b6f3d66fea0ef4c8644fc7c98dd9,Theo Spears,2013-10-06 14:39:41+00:00,Move setup code from __init__ into models,False,54,27,27,,,,900,596,632,45,2.076923076923077,83.85731205920983,6.173913043478261,7.304347826086956,27.420607445764855,0.8396386222473179,72.46761645699178,4.025978692055098,0.009140202481921619
73,e7044a308375536826cc3f3318b449872dc43a82,Theo Spears,2013-10-06 14:39:41+00:00,Remove gargoyle dependency,False,9,2,7,,,,895,592,628,45,2.076923076923077,83.97692941720648,6.173913043478261,7.304347826086956,27.420607445764855,0.8396386222473179,72.46761645699178,4.025978692055098,0.009140202481921619
74,4d6096ba3463e61f8fbbeb437f4728b68ed08024,Theo Spears,2013-10-06 14:39:41+00:00,Make response headers optional,False,12,9,3,0.0,0.0,0.0,896,593,629,45,2.087912087912088,83.95601418452675,6.173913043478261,7.304347826086956,27.420607445764855,0.8396386222473179,72.46761645699178,4.025978692055098,0.009140202481921619
75,e6214b307bdaa28febf43756bdf5621880859276,Theo Spears,2013-10-06 15:25:02+00:00,"module init method returns the module object

This will allow for selective module loading",False,58,41,17,0.9285714285714286,1.0,1.0,920,606,642,45,2.0425531914893615,83.7734285718473,6.173913043478261,7.304347826086956,27.420607445764855,0.8396386222473179,72.46761645699178,4.025978692055098,0.009140202481921619
76,e0c490122ca70fbd654722f06227e21f7d80e696,Theo Spears,2013-10-06 15:25:02+00:00,Modules check their dependencies are available,False,47,39,8,0.8,0.0,1.0,951,633,669,45,2.095744680851064,82.13035180580893,6.826086956521739,7.956521739130435,29.928795650059655,0.9483342744212309,76.7303903632755,4.262799464626417,0.00997626521668655
77,3cf461c9370b1f652b3be2b2610de23cfd441705,Theo Spears,2013-10-06 15:25:02+00:00,Remove commented out celery code,False,8,1,7,,,,945,633,669,39,2.095744680851064,81.00786349333895,6.826086956521739,7.956521739130435,29.928795650059655,0.9483342744212309,76.7303903632755,4.262799464626417,0.00997626521668655
78,d3eaf9d406bbe3ff4e6211ba174e80e64314b8b1,Theo Spears,2013-10-06 15:25:02+00:00,Add requirements to setup file,False,4,4,0,,,,949,633,673,39,2.095744680851064,81.00786349333895,6.826086956521739,7.956521739130435,29.928795650059655,0.9483342744212309,76.7303903632755,4.262799464626417,0.00997626521668655
79,b83e6dd71929f6575f704296df5cfe1ee65c3513,Theo Spears,2013-10-06 21:13:36+00:00,Include blocks in the render chain,False,5,5,0,1.0,1.0,0.5,954,637,677,39,2.095744680851064,80.96260528608778,6.869565217391305,8.08695652173913,30.652662294671494,0.9564542263029976,81.71924451282572,4.539958028490318,0.010217554098223834
80,b01108d82549651f5b20846c04366fcba3b990c5,Theo Spears,2013-10-06 21:23:41+00:00,Fix setup.py to install sub-packages,False,4,2,2,,,,954,637,677,39,2.095744680851064,80.96260528608778,6.869565217391305,8.08695652173913,30.652662294671494,0.9564542263029976,81.71924451282572,4.539958028490318,0.010217554098223834
81,f21bc9a4a96037f3e9bb15677d960c1553b04c81,Theo Spears,2013-10-08 12:45:22+00:00,Include speedtracer url for non html requests,False,7,4,3,,,,955,637,677,39,2.095744680851064,80.96260528608778,6.869565217391305,8.08695652173913,30.652662294671494,0.9564542263029976,81.71924451282572,4.539958028490318,0.010217554098223834
82,52dd9afe8495665c38a1a68f0c209fd001fb77a3,Theo Spears,2013-10-15 22:39:24+00:00,Split template interceptors into their own module,False,54,30,24,0.0,0.0,0.0,961,638,679,41,2.095744680851064,81.10083242187285,6.625,7.75,27.993513346425974,0.9375,62.30566583705396,3.4614258798363307,0.009331171115475326
83,4797618dd0a04e95bab69ff4b234e508277abdf2,Theo Spears,2013-10-16 10:41:46+00:00,Include custom template tags in the render tree,False,56,54,2,1.0,1.0,0.8421052631578947,1013,661,701,59,2.0606060606060606,81.18541695239516,6.708333333333333,7.875,28.57069560735313,0.9361772486772487,62.89666319044218,3.4942590661356765,0.009523565202451045
84,ea618cf694cb160b510cc1c1f195e2f06a6819a0,Theo Spears,2013-10-16 10:41:46+00:00,Return timing data with 0.1ms precision,False,6,3,3,,,,1013,661,701,59,2.0606060606060606,81.18541695239516,6.708333333333333,7.875,28.57069560735313,0.9361772486772487,62.89666319044218,3.4942590661356765,0.009523565202451045
85,26ba72078d70c8b893f13b1b102d9e32104a0ea7,Theo Spears,2013-10-29 10:46:46+00:00,Add a url for just the details url,False,7,7,0,0.5,0.5,0.5,1020,665,706,59,2.05,81.08856816695673,6.708333333333333,7.875,28.57069560735313,0.9361772486772487,62.89666319044218,3.4942590661356765,0.009523565202451045
86,f4480ae5e0244604b7f9a53227bb13abfdb1688b,Theo Spears,2013-11-01 19:54:12+00:00,Remove speedbar_script template tag,False,10,0,10,0.6,0.6,0.6,1010,660,700,59,2.0606060606060606,81.13788865155233,6.625,7.75,27.903785350954674,0.9361772486772487,61.229387549446024,3.40163264163589,0.009301261783651557
87,cb860d88a7dd0e6765dd836845bb5acb7b37dba6,Theo Spears,2013-11-08 17:05:31+00:00,"Remove unnecessary set_dirty calls

Django does this anyway, and breaks in 1.6",False,2,0,2,0.0,0.0,1.0,1008,658,698,59,2.0606060606060606,81.1672556952899,6.625,7.75,27.903785350954674,0.9361772486772487,61.229387549446024,3.40163264163589,0.009301261783651557
88,494854cf3f5bf0b8672e350137edae8fb1d6b911,Theo Spears,2014-02-25 18:01:59+00:00,"Move intial setup into middleware file

This will get loaded earlier than models for WSGI workers. In particular
it will not be loaded between a request starting and finishing.",False,74,37,37,,,,1008,655,695,61,2.0606060606060606,81.31760587209165,6.625,7.75,27.903785350954674,0.9361772486772487,61.229387549446024,3.40163264163589,0.009301261783651557
89,a7a04fad3d7e012a3dbf952cd5e96bf8a9eb917c,Theo Spears,2014-03-12 17:53:12+00:00,"Avoid memory leak

Don't hold strong references to threads, as these can prevent threads
being garbage collected properly.",False,19,7,12,0.0,0.0,0.0,1003,650,690,61,2.0606060606060606,81.4844779190945,6.583333333333333,7.666666666666667,27.6335729746792,0.9361772486772487,60.95917517317054,3.3866208429539193,0.009211190991559733
90,0d26a4163fff1107c322eaa206b8221d73f38b20,Simeon Visser,2014-03-27 23:33:19+00:00,Use with statement to ensure file is closed afterwards,False,3,2,1,,,,1004,651,691,61,2.0606060606060606,81.4844779190945,6.583333333333333,7.666666666666667,27.6335729746792,0.9361772486772487,60.95917517317054,3.3866208429539193,0.009211190991559733
91,181305715d2f90f8f05599b3ab2cd97d2a3fa833,Simeon Visser,2014-04-14 22:40:03+00:00,Make response headers company-agnostic,False,2,1,1,,,,1004,651,691,61,2.0606060606060606,81.4844779190945,6.583333333333333,7.666666666666667,27.6335729746792,0.9361772486772487,60.95917517317054,3.3866208429539193,0.009211190991559733
92,9f665134865c09dfcfc96deca7a7cda2d446ccca,Theo Spears,2014-04-15 13:28:07+00:00,Bump package version to 0.1.1,False,6,3,3,,,,1004,651,691,61,2.0606060606060606,81.4844779190945,6.583333333333333,7.666666666666667,27.6335729746792,0.9361772486772487,60.95917517317054,3.3866208429539193,0.009211190991559733
93,1862ac89548a7f177787bf4da5c5b81ce716039c,Theo Spears,2014-04-17 16:06:04+00:00,Add signal for when metrics are collected,False,17,14,3,0.4,0.4,0.8,1015,658,698,62,2.0707070707070705,81.34040498607044,6.583333333333333,7.666666666666667,27.6335729746792,0.9361772486772487,60.95917517317054,3.3866208429539193,0.009211190991559733
94,c5f5b2769d947939fdd40f5fcdd1ad4c8517c652,Theo Spears,2014-04-17 16:26:16+00:00,"RequestTrace may not have request or response

This can happen if the middleware is not installed.",False,7,6,1,0.0,0.0,1.0,1020,658,703,62,2.0707070707070705,81.29244355549129,6.583333333333333,7.666666666666667,27.6335729746792,0.9361772486772487,60.95917517317054,3.3866208429539193,0.009211190991559733
95,482d7cd9e44a861269203fa636b42921b13ad4fa,Dominic Rodger,2014-04-18 18:37:06+00:00,django-speedbar works with Django 1.6,False,2,1,1,,,,1020,658,703,62,2.0707070707070705,81.29244355549129,6.583333333333333,7.666666666666667,27.6335729746792,0.9361772486772487,60.95917517317054,3.3866208429539193,0.009211190991559733
96,14973b82c8bba6d656ae3d74abe0c3b0e5c60b9b,Theo Spears,2014-04-25 10:46:58+00:00,Bump version to 0.1.2,False,2,1,1,,,,1020,658,703,62,2.0707070707070705,81.29244355549129,6.583333333333333,7.666666666666667,27.6335729746792,0.9361772486772487,60.95917517317054,3.3866208429539193,0.009211190991559733
97,f9eac3523d4ab72d3abbfa8ee57801466552f18a,Theo Spears,2014-05-27 08:12:48+00:00,"Use more portable function to get hostname

This addresses #11",False,6,3,3,,,,1020,657,702,62,2.0707070707070705,81.29244355549129,6.583333333333333,7.666666666666667,27.6335729746792,0.9361772486772487,60.95917517317054,3.3866208429539193,0.009211190991559733
98,5131c05c53242a3a89e6ae2aefdab92581185878,Mat Clayton,2014-07-01 15:57:53+00:00,fix for 1.7,False,3,2,1,1.0,1.0,0.0,1021,658,703,62,2.0707070707070705,81.2516373507219,6.666666666666667,7.791666666666667,28.24675800163671,0.9648809523809524,63.552385724162896,3.5306880957868283,0.009415586000545569
99,487cdfbeaf2e170fcdcddee02ae78bfe6dab85ec,Mat Clayton,2014-07-02 14:06:19+00:00,Update views.py,False,2,1,1,,,,1021,658,703,62,2.0707070707070705,81.2516373507219,6.666666666666667,7.791666666666667,28.24675800163671,0.9648809523809524,63.552385724162896,3.5306880957868283,0.009415586000545569
100,e07a615294ea84593858832dc29cb5325433e5d8,Theo Spears,2014-07-18 14:18:25+00:00,"Switch to using ObjectWrapper

Avoid having our own implementation of ignoring special properties.",False,44,15,29,0.0,0.0,1.0,1007,647,692,62,2.03125,81.73028826195822,6.291666666666667,7.291666666666667,25.971723833815343,0.9440476190476191,60.98711054448062,3.388172808026701,0.008657241277938448
101,2260f9d55109a6a476533ac7cd0e7dfd9df46b60,Theo Spears,2014-07-18 14:18:25+00:00,"Provide custom __get__ rather than proxying

Otherwise we risk our wrapper not being called, and instead the proxied
version being called directly. This caused issues when a method was
wrapped twice.",False,7,7,0,1.0,1.0,0.0,1014,652,696,62,2.0309278350515463,81.63916518965577,6.416666666666667,7.416666666666667,26.516241810093504,0.9648809523809524,61.82186953261971,3.4345483073677614,0.008838747270031167
102,2559cd0cb9bda382854f1197f735ce3c46d23bd0,Theo Spears,2014-10-05 20:59:59+00:00,"Allow overriding methods to enable and disable features

This makes it possible for users to enable and disable speedbar response features on a per request basis",False,29,24,5,1.0,1.0,1.0,1033,659,702,62,2.01,81.55339896556661,6.541666666666667,7.583333333333333,27.433621731670343,0.9648809523809524,64.11531933656178,3.561962185364544,0.009144540577223446
103,405d59f7c3c371b6c82766b3f586effa9a0281a5,Mat Clayton,2015-04-27 10:47:49+00:00,django 1.8 support,False,18,14,4,,,,1043,665,708,64,2.01,81.64439106505192,6.541666666666667,7.583333333333333,27.433621731670343,0.9648809523809524,64.11531933656178,3.561962185364544,0.009144540577223446
104,da6ee570dbea47e10da3e4126580f2b07877deb2,Mat Clayton,2015-04-27 11:20:48+00:00,Update sql.py,False,2,1,1,,,,1043,665,708,64,2.01,81.64439106505192,6.541666666666667,7.583333333333333,27.433621731670343,0.9648809523809524,64.11531933656178,3.561962185364544,0.009144540577223446
105,0634b2bf061f7959f024bbf613feb9b3bbb90e11,Mat Clayton,2015-04-28 06:43:10+00:00,Update setup.py,False,2,1,1,,,,1043,665,708,64,2.01,81.64439106505192,6.541666666666667,7.583333333333333,27.433621731670343,0.9648809523809524,64.11531933656178,3.561962185364544,0.009144540577223446
106,d30397e5b597aad4590981f9ac741f9f0bb87300,Mat Clayton,2016-01-21 00:56:00+00:00,start of 1.9 support,False,14,10,4,,,,1049,668,711,65,2.01,81.64439106505192,6.541666666666667,7.583333333333333,27.433621731670343,0.9648809523809524,64.11531933656178,3.561962185364544,0.009144540577223446
107,a5c94035c74d6c1a153b22287dcc28d92e486b68,Mat Clayton,2016-01-22 14:08:14+00:00,Update setup.py,False,2,1,1,,,,1049,668,711,65,2.01,81.64439106505192,6.541666666666667,7.583333333333333,27.433621731670343,0.9648809523809524,64.11531933656178,3.561962185364544,0.009144540577223446
108,3c509f21a20397296debf627153bb4c33ae0b71f,Mat Clayton,2016-01-23 17:55:05+00:00,update gitignore and add test structure,False,164,150,14,0.43137254901960786,1.0,1.0,1122,711,770,65,2.0285714285714285,82.50422467715647,5.925925925925926,6.851851851851852,24.5615484837871,0.8761904761904762,57.07944843809499,3.171080468783055,0.008187182827929032
109,159e6a97e65f5aa0e8bc754d9ed101553d61c1d2,Mat Clayton,2016-01-23 19:32:30+00:00,tidy up setup.py and test system,False,79,40,39,0.0,0.0,0.0,1125,701,771,66,1.9807692307692308,83.12907379582946,5.714285714285714,6.607142857142857,23.684350323651845,0.8448979591836735,55.040896708163025,3.057827594897946,0.00789478344121728
110,a200710524204e2ca77247381286838968dd7173,Mat Clayton,2016-01-24 12:16:57+00:00,Update setup.py,False,2,0,2,,,,1123,701,769,66,1.9807692307692308,83.12907379582946,5.714285714285714,6.607142857142857,23.684350323651845,0.8448979591836735,55.040896708163025,3.057827594897946,0.00789478344121728
111,b95aadc9cf01632f412562bd54c0d191f26d1597,Mat Clayton,2016-01-26 11:08:19+00:00,"fix up escaping of simple_tag, to work on django 1.9",False,3,2,1,,,,1124,702,770,66,1.9807692307692308,83.12907379582946,5.607142857142857,6.5,23.514532912860293,0.8270408163265307,54.95598800276725,3.0531104445981803,0.007838177637620096
112,f0a41538622133ecbbc302ea250fa646922d4f05,Mat Clayton,2016-01-26 11:08:39+00:00,bump version,False,2,1,1,,,,1124,702,770,66,1.9807692307692308,83.12907379582946,5.607142857142857,6.5,23.514532912860293,0.8270408163265307,54.95598800276725,3.0531104445981803,0.007838177637620096
113,891b170bd134ff8dae61a1ab77a8a2e73a35ffdc,Mat Clayton,2016-09-16 22:38:10+00:00,add tox support,False,10,10,0,,,,1125,702,771,66,1.9807692307692308,83.12907379582946,5.607142857142857,6.5,23.514532912860293,0.8270408163265307,54.95598800276725,3.0531104445981803,0.007838177637620096
114,ada215f9e5275f2abecebab4f5083b1ee6c970fc,Mat Clayton,2016-09-16 22:43:03+00:00,"tidy up urls from old versions, and add tox",False,7,1,6,,,,1120,699,768,64,1.9807692307692308,83.12907379582946,5.607142857142857,6.5,23.514532912860293,0.8270408163265307,54.95598800276725,3.0531104445981803,0.007838177637620096
115,c58b495ac1541e59ace4f83751a8266d9e53b0f3,Mat Clayton,2017-01-14 17:07:32+00:00,"first attempt at django 1.10 support, just urls.py",False,34,22,12,0.0,1.0,1.0,1129,700,777,64,1.9807692307692308,83.12907379582946,5.607142857142857,6.5,23.514532912860293,0.8270408163265307,54.95598800276725,3.0531104445981803,0.007838177637620096
116,88484e7f8d51e6f1527003426a04cfdca2b042d6,Mat Clayton,2017-06-13 07:32:03+00:00,Create middleware.py,False,9,8,1,,,,1127,703,772,66,1.9807692307692308,83.1048283902222,5.607142857142857,6.5,23.514532912860293,0.8270408163265307,54.95598800276725,3.0531104445981803,0.007838177637620096
